plot,year,Acalypha.sp.,Allium.vineale,Andropogon.virginicus,Anthoxanthum.odoratum,Apocynum.cannabinum,Celtis.laevigata,Conyza.canadensis,Cynodon.dactylon,Daucus.carota,Desmodium.sp.,Digitaria.sanguinalis,Eragrostis.capillaris,Fraxinus.sp.,Holcus.lanatus,Houstonia.sp.,Ipomea.sp.,Juncus.sp.,Juniperus.virginiana,Lespedeza.cuneata,Litter,Festuca.arundinacea,Lonicera.japonica,Oxalis.dillenii,Parthenocissus.quinquefolia,Paspalum.dilatatum,Paspalum.notatum,Pinus.taeda,Plantago.aristata,Plantago.lanceolata,Poa.pratensis,Ranunculus.sp.,Rosa.multiflora,Rubus.argutus,Setaria.parviflora,Solanum.carolinense,Sorghum.halepense,Steinchisma.hians,Toxicodendron.radicans,Tridens.flavus,Tripsacum.dactyloides,Unknown Asteraceae 1,Unknown Fabaceae 1,Verbesina.occidentalis,Vitis.sp.
plotID_6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,90,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,20,0
plotID_7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,80,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0
plotID_8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0
plotID_9,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,95,0,0,0,0
plotID_10,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95,0,0,7,0
plotID_11,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,85,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,15,0
plotID_12,2019,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,15,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
plotID_13,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,0
plotID_14,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,40,0
plotID_15,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,85,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,25,0
plotID_16,2019,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0
plotID_17,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
plotID_18,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,35,0
plotID_19,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
plotID_20,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
plotID_21,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
plotID_22,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,0,0,0,12,0
plotID_23,2019,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,85,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,15,0
plotID_24,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plotID_25,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0
plotID_26,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0
plotID_27,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,40
plotID_28,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,70,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plotID_29,2019,0,0,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,85,0,0,4,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
plotID_30,2019,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,15,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,6,0
plotID_31,2019,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,2,95,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,12,0
plotID_32,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
plotID_33,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0
plotID_34,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
plotID_35,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
plotID_36,2019,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,95,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
plotID_37,2019,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,95,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0
plotID_38,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,90,0,0,0,0,0,0,0,7,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
plotID_39,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,90,0,0,0,0,0,0,0,0,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0
plotID_40,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0
plotID_41,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,85,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0
plotID_42,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0
plotID_43,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
plotID_44,2019,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,5,85,0,0,0,0,0,0,0,5,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0
plotID_45,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0
plotID_46,2019,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,75,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,15,0
plotID_47,2019,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0
plotID_48,2019,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,95,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0
plotID_49,2019,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95,0,0,0,0,2,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0
plotID_50,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plotID_51,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,6,0,0,0,0,0,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0
plotID_52,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,95,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
plotID_53,2019,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
plotID_54,2019,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,75,0,0,3,0,0,0,0,0,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0
plotID_55,2019,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,70,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5
plotID_56,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0
plotID_57,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
plotID_58,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0
plotID_59,2019,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,0,0,0,0,0,0,0,0,0,0,0,15,3,6,0,0,0,0,0,0,0,0,0
plotID_60,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,90,15,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
plotID_61,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,80,0,1,0,0,0,0,0,0,0,0,0
plotID_62,2019,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,50,0,0,0,0,0,0,0,0,0,0,0,85,0,1,0,0,0,0,0,0,0,0,0
plotID_63,2019,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,95,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
plotID_64,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,80,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
